,y_true,y_pred,dates
694,168.0,106.78008,2018-01-07
695,205.0,121.096054,2018-01-14
696,168.0,106.39578,2018-01-21
697,224.0,90.753815,2018-01-28
698,237.0,102.9575,2018-02-04
699,220.0,102.87952,2018-02-11
700,193.0,101.90004,2018-02-18
701,148.0,101.66974,2018-02-25
702,181.0,117.672676,2018-03-04
703,166.0,111.937805,2018-03-11
704,185.0,126.01826,2018-03-18
705,217.0,124.89935,2018-03-25
706,167.0,115.81688,2018-04-01
707,179.0,113.38946,2018-04-08
708,191.0,109.71825,2018-04-15
709,147.0,102.23341,2018-04-22
710,219.0,148.99837,2018-04-29
711,178.0,149.95685,2018-05-06
712,183.0,151.03804,2018-05-13
713,227.0,149.07022,2018-05-20
714,150.0,157.84308,2018-05-27
715,131.0,159.34123,2018-06-03
716,223.0,162.33527,2018-06-10
717,200.0,158.2299,2018-06-17
718,200.0,156.13235,2018-06-24
719,159.0,153.96545,2018-07-01
720,142.0,135.00113,2018-07-08
721,79.0,150.478,2018-07-15
722,160.0,177.97316,2018-07-22
723,171.0,172.4206,2018-07-29
724,205.0,165.8105,2018-08-05
725,206.0,173.16386,2018-08-12
