,y_true,y_pred,dates
4237,61.0,59.0684,2018-01-07
4238,84.0,60.836895,2018-01-14
4239,88.0,66.35595,2018-01-21
4240,105.0,58.09164,2018-01-28
4241,86.0,61.35984,2018-02-04
4242,84.0,60.21951,2018-02-11
4243,111.0,60.662,2018-02-18
4244,117.0,68.0779,2018-02-25
4245,117.0,61.410156,2018-03-04
4246,107.0,60.43016,2018-03-11
4247,91.0,56.032627,2018-03-18
4248,122.0,63.779137,2018-03-25
4249,75.0,73.56013,2018-04-01
4250,90.0,73.43066,2018-04-08
4251,115.0,69.00264,2018-04-15
4252,95.0,69.90425,2018-04-22
4253,169.0,78.56746,2018-04-29
4254,120.0,83.8742,2018-05-06
4255,195.0,85.05327,2018-05-13
4256,185.0,82.35162,2018-05-20
4257,87.0,84.72279,2018-05-27
4258,135.0,82.10939,2018-06-03
4259,173.0,83.31696,2018-06-10
4260,129.0,83.972466,2018-06-17
4261,120.0,94.6507,2018-06-24
4262,153.0,94.05857,2018-07-01
4263,122.0,92.73006,2018-07-08
4264,65.0,93.232414,2018-07-15
4265,118.0,100.85823,2018-07-22
4266,176.0,103.204796,2018-07-29
4267,227.0,97.53486,2018-08-05
4268,194.0,101.24106,2018-08-12
