,y_true,y_pred,dates
5997,73.0,63.662167,2018-01-07
5998,76.0,58.145676,2018-01-14
5999,74.0,58.663258,2018-01-21
6000,106.0,48.355564,2018-01-28
6001,108.0,57.10724,2018-02-04
6002,79.0,59.461594,2018-02-11
6003,68.0,59.27049,2018-02-18
6004,96.0,56.022987,2018-02-25
6005,106.0,67.68301,2018-03-04
6006,109.0,63.96181,2018-03-11
6007,113.0,65.115654,2018-03-18
6008,105.0,64.31202,2018-03-25
6009,80.0,66.72594,2018-04-01
6010,107.0,64.64464,2018-04-08
6011,81.0,62.88756,2018-04-15
6012,79.0,61.839294,2018-04-22
6013,223.0,71.78006,2018-04-29
6014,199.0,72.918755,2018-05-06
6015,240.0,76.264854,2018-05-13
6016,128.0,77.85337,2018-05-20
6017,61.0,72.45328,2018-05-27
6018,89.0,74.63849,2018-06-03
6019,93.0,74.245026,2018-06-10
6020,140.0,75.91583,2018-06-17
6021,125.0,80.05607,2018-06-24
6022,113.0,84.39872,2018-07-01
6023,86.0,90.1481,2018-07-08
6024,134.0,84.41359,2018-07-15
6025,125.0,96.38537,2018-07-22
6026,145.0,90.37819,2018-07-29
6027,150.0,85.645515,2018-08-05
6028,133.0,94.633804,2018-08-12
