,y_true,preds,dates
4237,61,48.07086397134894,2018-01-07
4238,84,59.48541376065449,2018-01-14
4239,88,84.18996569582636,2018-01-21
4240,105,97.77819317820479,2018-01-28
4241,86,113.37638207351544,2018-02-04
4242,84,100.43011810941806,2018-02-11
4243,111,69.57065769245892,2018-02-18
4244,117,104.6757317231434,2018-02-25
4245,117,135.07003852847572,2018-03-04
4246,107,147.9204534586365,2018-03-11
4247,91,114.21557767407822,2018-03-18
4248,122,70.94848121779987,2018-03-25
4249,75,98.46290762856066,2018-04-01
4250,90,82.64193392155303,2018-04-08
4251,115,86.46266710231399,2018-04-15
4252,95,134.00639494772292,2018-04-22
4253,169,112.32142869898973,2018-04-29
4254,120,149.80818755663194,2018-05-06
4255,195,147.5146667164817,2018-05-13
4256,185,210.03571918918263,2018-05-20
4257,87,185.13781182982572,2018-05-27
4258,135,82.30616883796462,2018-06-03
4259,173,100.06061725302744,2018-06-10
4260,129,191.5464153367829,2018-06-17
4261,120,167.72494359095316,2018-06-24
4262,153,106.10365446429174,2018-07-01
4263,122,109.5496191885592,2018-07-08
4264,65,119.52289162515132,2018-07-15
4265,118,79.6608515418913,2018-07-22
4266,176,129.38583881739387,2018-07-29
4267,227,185.27570995111688,2018-08-05
4268,194,237.928152277866,2018-08-12
